,Customer Code,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
20,Customer21,Subscription,USA,Mid-Market,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"1,055","1,055","1,055","1,055","1,055","1,055","1,055","1,055","1,185","1,185","1,185","1,185","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,477","1,542","1,542","1,542","1,542","1,542","1,542","1,542","1,542"
21,Customer22,Subscription,Australia,Mid-Market,Analytics Module,,998,"1,047","1,047","1,047","1,047","1,800","1,298","1,197","1,197","1,197","1,197","1,197","1,197","1,141","1,141","1,141","1,141","1,141","1,141","1,279","1,279","1,279","1,279","1,279","1,279", 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
22,Customer23,Subscription,Canada,Mid-Market,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,377,377,377,377,377,377,377,377,377,377,377,377,377,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565
23,Customer24,Maintenance,USA,Mid-Market,Analytics Module,,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
24,Customer25,Maintenance,USA,Mid-Market,Platform,,"1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,230","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,223","1,632","1,305","1,305","1,305","1,305","1,305","1,305","1,305","1,305","1,305","2,237","2,237","2,237",373,"1,615","1,615","1,615","1,615"
25,Customer26,Maintenance,USA,Mid-Market,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,819,410
26,Customer27,Maintenance,USA,Mid-Market,Analytics Module,,"1,369","1,369","1,369","1,369","1,369","1,369","1,369","1,369","1,369","1,369", 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
27,Customer28,Maintenance,USA,Mid-Market,Platform,,"2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","2,861","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","4,212","1,880","1,880","1,880","1,880","1,880"
28,Customer29,Maintenance,USA,Mid-Market,Platform,,"1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,302","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917","1,917",855,855,855,855,855
29,Customer30,Maintenance,USA,Mid-Market,Platform,,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366
30,Customer31,Subscription,USA,Mid-Market,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,857,831,"1,200","1,057","1,043","1,113","1,102","1,062","1,130","1,081"
31,Customer32,Maintenance,USA,Enterprise,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,457,457,457,457,457,457,457,457,457,457,457,457,457, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
32,Customer33,Maintenance,USA,Mid-Market,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"9,061","9,061","9,061","9,345","9,345","9,345","11,121","11,121","11,121","10,055","10,055","10,055",454,454,454,454, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
33,Customer34,Maintenance,Australia,Mid-Market,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"7,819","7,819","7,819","8,064","8,064","8,064","9,596","9,596","9,596","8,677","8,677","8,677",392,392,392,392, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
34,Customer35,Maintenance,Australia,Mid-Market,Platform,,694,694,694,694,694,694,694,694,694,694,694, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
35,Customer36,Maintenance,USA,Mid-Market,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,619,631,652
36,Customer37,Maintenance,USA,Enterprise,Analytics Module,,331,331,331,331,331,331,331,345,345,345,345,345,345,345,345,345,345,345,345,374,374,374,374,374,374,374,374,374,374,374,374, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
37,Customer38,Subscription,USA,Mid-Market,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","2,205","2,205"
38,Customer39,Subscription,Canada,Mid-Market,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"1,328","1,328","1,328","1,311","1,311","1,311","1,334","1,334","1,334","1,398","1,381","1,381","1,305","1,307","1,307","1,395","1,415","1,386","1,398","1,398","1,383","1,449","1,488","1,546","1,529","1,529","1,561","1,612"
39,Customer40,Subscription,Canada,Enterprise,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"4,969","4,969","4,969","4,969","4,969","4,969","4,969","4,969","4,969","3,478","3,478","3,478"
40,Customer41,Maintenance,USA,Mid-Market,Analytics Module,,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,533,533,533,533,533,533,533,533,533,533,533,533,574,574,574,574,574,574,574,574,574,574,574,574,574,574,748
41,Customer42,Maintenance,USA,Enterprise,Platform,,"1,268","1,233","1,233","1,233","1,247","1,247","1,247","1,134","1,134","1,134","1,140","1,140","1,140","1,147","1,147","1,147","1,171","1,171","1,171","1,233","1,233","1,233",992,992,992,992,992,992,992,"2,223","2,195","2,195","2,195","2,198","2,198","2,198","2,224","2,179","2,151","2,179","2,147","2,250","2,311","2,246","2,220","2,221","2,424","2,504"
42,Customer43,Subscription,USA,SMB,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,621,575,621,598,575,575,575,575,575,575,575,575,575,575,575, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
43,Customer44,Subscription,USA,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"4,034","4,034","4,034","3,741","4,182","4,182","4,551","4,555","4,555","4,606","5,453","5,453","7,459","7,447","7,447","7,504","7,502","7,502","7,415","7,400","7,400","7,758","7,826","7,924","7,721","7,688","7,688","7,570","7,570","7,596","7,948","7,860","7,759","6,378","10,142","8,304","3,432","3,561","4,515","7,530","5,528","5,678"
44,Customer45,Maintenance,Canada,SMB,Platform,,"1,133","1,133","1,133","1,199","1,199","1,199","1,199","1,199","1,199","1,371","1,371","1,371","1,371","1,371","1,371","1,371","1,371","1,372","1,371","1,371","1,371","1,371","1,371","1,371","1,371","1,371","1,371","2,334","1,509","1,509","1,509","1,509","1,509","1,509",629,629,629,629,629,629,629,629,629,629,629,629,629,629
45,Customer46,Maintenance,USA,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"1,199","1,199","1,199","1,199","1,199","1,199","1,199","1,199","1,199","1,199","1,199",791,791,791,791,791,791,791,791,791,791,791,791,791
46,Customer47,Maintenance,Australia,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,908,908,908,908,908,908,908,908,908,908,908,908,"1,210","1,210","1,210","1,210","1,210","1,210","1,210","1,210","1,210","1,210","1,210","1,210","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301","1,301"
47,Customer48,Maintenance,Australia,SMB,Platform,,993,993,993,993,168,168,220,221,221,221,221,"8,165","1,214","1,214","1,214","1,214","1,270","1,270","1,277","1,208","1,208","1,208","1,208","1,208","1,336","1,336","1,336","1,336","1,336","1,411","1,411","1,502","1,502","1,502","1,502","1,502","1,502","1,502","1,534","1,534","1,534","1,459","1,459","1,459","1,899","1,611","1,608","1,610"
48,Customer49,Subscription,Australia,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,887,882,996,"1,700",870,"1,260","1,793",928,"1,408","1,686","1,414","1,436","1,425","1,503","1,456","1,493","1,501","1,645","1,015","2,119","1,518","2,331","3,051","3,051","3,321","3,275","1,015","1,015","1,015","1,015","1,015","1,015","1,015","1,015","1,015","1,015", 	-   
49,Customer50,Subscription,Australia,SMB,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"10,917"
50,Customer51,Subscription,Australia,SMB,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"10,917"
51,Customer52,Subscription,USA,SMB,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"10,917"
52,Customer53,Maintenance,USA,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,571,571,571,571,571,571,571,571,571,571,571,571,571
53,Customer54,Subscription,Australia,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359","44,359"
54,Customer55,Subscription,Canada,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357
55,Customer56,Maintenance,USA,SMB,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,767,767,767,767,767,767,767,767,767,767,767,767,843,843,843,843,843,843,843,843,843,843,843,843
56,Customer57,Subscription,USA,SMB,Analytics Module,, 	-   , 	-   , 	-   ,"1,309","1,309","1,309","1,211","1,211","1,211","1,224","1,224","1,224","1,327","1,327","1,327","1,337","1,337","1,337","1,376","1,376","1,376","1,411","1,411","1,411","1,398","1,398","1,398","1,479","1,479","1,498","1,487","1,480","1,470","1,407","1,407","1,431","1,510",250,250,250,736, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
57,Customer58,Maintenance,USA,Enterprise,Analytics Module,,86,86,86,480,480,480,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,456,450,450,450,450,450,450,457,448,442,442,442,442,477,496,490,491,501,517
58,Customer59,Subscription,USA,Enterprise,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,712
59,Customer60,Maintenance,USA,Enterprise,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,"2,296","1,267","5,627","2,357"
60,Customer61,Maintenance,USA,Enterprise,Platform,,876,"1,311","1,311","1,311","1,311","1,311","1,311","1,311","1,311","1,311","1,311","1,311","1,291",856,856,856,856,856,856,856,856,856,856,856, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
61,Customer62,Maintenance,USA,Enterprise,Analytics Module,,"1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,226","1,226","1,226","1,226","1,412","1,412","1,412","1,412","1,412","1,412","1,412","1,412","1,412","1,412","1,412","1,412","1,399","1,399","1,399","1,399","1,399","1,399","1,399","1,399","1,399","1,399","1,399","1,399","1,399", 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
62,Customer63,Subscription,USA,Enterprise,Platform,, 	-   , 	-   , 	-   , 	-   , 	-   ,646,646,633,604,596,606,626,625,609,589,617,625,649,658,672, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
63,Customer64,Maintenance,USA,Enterprise,Platform,,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164
64,Customer65,Maintenance,USA,Enterprise,Platform,,743,743,743,743,743,743,743,743,743,743,743,743,755,755,755, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
65,Customer66,Subscription,Australia,Enterprise,Analytics Module,,"20,261","31,586","18,802", 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
66,Customer67,Maintenance,Australia,Enterprise,Analytics Module,, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,817,817,817,817,817,817,817,817,817,817,817,817, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   
